id|lat|long|name|price|pfilt|tfilt|lfilt
5817292|27.94192|-82.45178|JW Marriott Tampa Water Street|751|FALSE|FALSE|TRUE
5817292|27.94109|-82.45432|Tampa Marriott Water Street|615|FALSE|FALSE|TRUE
5817292|27.93878|-82.45406|The Westin Tampa Waterside|427|FALSE|FALSE|TRUE
5817292|27.96185|-82.43979|Hilton Garden Inn Tampa Ybor Historic District|420|FALSE|FALSE|TRUE
5817292|27.96978|-82.40253|Rodeway Inn Near Ybor City - Casino|167|TRUE|FALSE|FALSE
5817292|27.98707|-82.50556|Econo Lodge Airport at RJ Stadium|154|TRUE|FALSE|FALSE
5817292|27.96584|-82.51992|Renaissance Tampa International Plaza Hotel|496|FALSE|FALSE|TRUE
5817292|27.95957|-82.52598|La Quinta Inn by Wyndham Tampa Bay Airport|154|TRUE|FALSE|FALSE
5817292|27.98216|-82.53457|Tampa Airport Marriott|588|FALSE|FALSE|TRUE
5817292|27.96574|-82.54951|Grand Hyatt Tampa Bay|562|FALSE|FALSE|TRUE
5817292|28.03150|-82.42695|Tampa Inn Near Busch Gardens|156|TRUE|FALSE|FALSE
5817292|28.03242|-82.42783|Holiday Inn Express & Suites Tampa -Usf-Busch Gardens|273|FALSE|TRUE|FALSE
5817292|28.03248|-82.42336|Hampton Inn & Suites by Hilton Tampa Busch Gardens Area|301|FALSE|TRUE|FALSE
5817292|28.03380|-82.42641|La Quinta Inn by Wyndham Tampa Near Busch Gardens|185|TRUE|TRUE|FALSE
5817292|27.99405|-82.37189|Seminole Hard Rock Hotel & Casino Tampa|574|FALSE|FALSE|TRUE
5817292|28.03177|-82.41212|Econo Lodge Busch Gardens|182|TRUE|TRUE|FALSE
5817292|27.99000|-82.35760|La Quinta Inn & Suites by Wyndham Tampa Fairgrounds - Casino|160|TRUE|FALSE|FALSE
5817292|28.05471|-82.45725|Value Lodge Busch Gardens Tampa|138|TRUE|FALSE|FALSE
5817292|28.05198|-82.42650|Red Roof PLUS+ & Suites Tampa|188|FALSE|TRUE|FALSE
5817292|28.05259|-82.42635|Hyatt Place Tampa Busch Gardens|313|FALSE|TRUE|FALSE
5817292|28.00595|-82.35613|Rodeway Inn Fairgrounds-Casino|144|TRUE|FALSE|FALSE
5817292|28.05343|-82.41699|Home2 Suites by Hilton Tampa USF Near Busch Gardens|375|FALSE|TRUE|FALSE
5817292|28.05398|-82.41802|La Quinta Inn & Suites By Wyndham Usf (Near Busch Gardens)|264|FALSE|TRUE|FALSE
5817292|28.05415|-82.41709|Holiday Inn - Tampa North, An IHG Hotel|275|FALSE|TRUE|FALSE
5817292|27.94483|-82.33287|Red Roof Inn Tampa - Brandon|172|TRUE|FALSE|FALSE
5817292|27.94120|-82.33235|Embassy Suites by Hilton Tampa Brandon|494|FALSE|FALSE|TRUE
5817292|27.94093|-82.33203|Homewood Suites by Hilton Tampa-Brandon|536|FALSE|FALSE|TRUE
5817292|28.06784|-82.37481|Holiday Inn Express Tampa North - Telecom Park|262|FALSE|TRUE|FALSE